sample_1,sample_2,haplotypes_shared,total_haplotypes,prop_haplotype_sharing
S305,S262,0,3,0
S305,S264,1,2,0.5
S305,S265,1,12,0.083333333
S305,S266,1,5,0.2
S305,S267,0,3,0
S305,S268,0,3,0
S305,S269,1,7,0.142857143
S305,S270,0,4,0
S305,S271,0,5,0
S305,S272,0,2,0
S305,S274,1,2,0.5
S305,S275,0,2,0
S305,S276,0,3,0
S305,S277,0,3,0
S305,S278,0,3,0
S305,S280,0,2,0
S305,S281,0,4,0
S305,S282,0,4,0
S305,S284,0,2,0
S305,S285,0,2,0
S305,S286,0,2,0
S305,S294,0,3,0
S305,S295,0,2,0
S305,S297,1,2,0.5
S305,S298,0,2,0
S305,S300,0,2,0
S305,S302,0,3,0
S305,S303,0,3,0
S305,S304,0,3,0
S305,S306,0,2,0
S305,S308,0,2,0
S305,S309,0,2,0
S305,S310,0,3,0
S305,S311,0,2,0
S305,S313,0,2,0
S305,S316,0,5,0
S305,S317,1,5,0.2
S305,S318,0,2,0
S305,S319,0,2,0
S305,S320,0,3,0
S305,S321,0,4,0
S305,S322,0,2,0
S305,S324,0,2,0
S305,S325,1,2,0.5
S305,S326,0,2,0
S305,S328,0,3,0
S305,S329,0,2,0
S305,S331,0,3,0
S305,S332,0,6,0
S305,S333,0,2,0
S305,S334,0,2,0
S305,S335,0,2,0
S305,S336,0,2,0
S305,S337,0,4,0
S305,S338,0,3,0
S305,S339,0,6,0
S305,S340,0,5,0
S305,S342,0,2,0
S305,S344,0,2,0
S305,S345,0,2,0
S305,S346,0,5,0
S305,S348,1,10,0.1
S305,S349,0,2,0
S305,S354,0,3,0
S305,S355,0,2,0
S305,S358,0,5,0
S305,S359,0,2,0
S305,S360,0,3,0
S305,S361,1,5,0.2
S305,S362,0,2,0
S305,S363,0,3,0
S305,S365,0,3,0
S305,S366,0,4,0
S305,S367,0,2,0
S305,S368,1,1,1
S305,S371,0,2,0
S305,S373,0,2,0
S305,S374,0,5,0
S305,S375,0,4,0
S305,S376,0,4,0
S305,S377,0,4,0
S305,S378,0,3,0
S305,S380,0,2,0
S305,S381,0,2,0
S305,S384,0,2,0
S305,S387,0,4,0
S305,S388,1,11,0.090909091
S305,S390,0,2,0
S305,S391,0,2,0
S305,S392,0,2,0
S305,S393,0,2,0
S305,S394,0,2,0
S305,S395,0,3,0
S305,S397,0,2,0
S305,S399,0,5,0
S305,S400,0,8,0
S305,S401,0,4,0
S305,S402,0,2,0
S305,S404,0,3,0
S305,S405,0,2,0
S305,S406,0,3,0
S305,S407,0,3,0
S305,S411,0,3,0
S305,S412,0,3,0
S305,S413,0,4,0
S305,S415,0,3,0
S305,S416,0,3,0
S305,S417,0,6,0
S305,S418,0,2,0
S305,S419,0,3,0
S305,S420,0,2,0
S305,S421,0,3,0
S305,S422,0,2,0
S305,S423,0,3,0
S305,S424,0,3,0
S305,S425,0,2,0
S305,S426,0,3,0
S305,S427,0,2,0
S305,S428,0,5,0
S305,S429,0,8,0
S305,S431,0,2,0
S305,S432,0,3,0
S305,S433,0,3,0
S305,S434,0,2,0
S305,S435,0,7,0
S305,S436,0,5,0
S305,S437,0,2,0
S305,S438,0,3,0
S305,S439,0,8,0
S305,S440,0,5,0
S305,S441,0,2,0
S305,S442,1,8,0.125
S305,S443,1,2,0.5
S305,S444,0,9,0
S305,S445,0,2,0
S305,S447,0,2,0
S305,S448,0,2,0
S305,S449,0,2,0
S305,S450,0,4,0
S305,S451,0,2,0
S305,S453,0,3,0
S305,S456,0,2,0
S305,S458,1,1,1
S305,S462,0,4,0
S305,S463,0,2,0
S305,S466,0,2,0
S305,S467,0,6,0
S305,S468,0,4,0
S305,S470,1,1,1
S305,S471,0,6,0
S305,S473,0,5,0
S305,S474,0,5,0
S305,S475,0,4,0
S305,S478,0,7,0
S305,S479,0,2,0
S305,S480,0,2,0
S305,S481,0,2,0
S305,S482,0,4,0
S305,S483,0,7,0
S305,S484,0,7,0
S305,S486,0,8,0
S305,S487,0,2,0
S305,S488,0,6,0
S305,S489,0,3,0
S305,S492,0,2,0
S305,S496,0,2,0
S305,S499,0,6,0
S305,S502,0,4,0
S305,S505,0,5,0
S305,S506,0,3,0
S305,S507,0,3,0
S305,S508,0,4,0
S305,S510,0,4,0
S305,S511,0,2,0
S306,S1,0,3,0
S306,S2,1,1,1
S306,S3,0,2,0
S306,S4,0,3,0
S306,S5,0,2,0
S306,S6,0,9,0
S306,S7,0,7,0
S306,S8,0,2,0
S306,S10,0,2,0
S306,S12,0,3,0
S306,S13,0,2,0
S306,S15,0,2,0
S306,S16,0,2,0
S306,S17,0,4,0
S306,S18,0,4,0
S306,S19,0,2,0
S306,S20,0,2,0
S306,S21,0,6,0
S306,S22,0,2,0
S306,S23,1,3,0.333333333
S306,S24,0,2,0
S306,S25,0,2,0
S306,S26,0,2,0
S306,S27,0,4,0
S306,S28,0,3,0
S306,S30,0,2,0
S306,S31,0,5,0
S306,S32,0,2,0
S306,S33,0,2,0
S306,S34,0,2,0
S306,S35,0,2,0
S306,S39,0,3,0
S306,S42,0,2,0
S306,S43,0,3,0
S306,S45,0,2,0
S306,S46,0,4,0
S306,S47,0,7,0
S306,S49,0,4,0
S306,S50,0,4,0
S306,S51,0,2,0
S306,S52,0,2,0
S306,S53,0,4,0
S306,S54,0,4,0
S306,S55,0,4,0
S306,S56,0,3,0
S306,S57,0,2,0
S306,S59,0,12,0
S306,S60,0,3,0
S306,S62,0,6,0
S306,S63,0,4,0
S306,S65,0,3,0
S306,S66,0,2,0
S306,S67,0,3,0
S306,S68,0,3,0
S306,S69,0,6,0
S306,S70,0,4,0
S306,S71,0,2,0
S306,S73,0,2,0
S306,S75,0,2,0
S306,S77,1,9,0.111111111
S306,S79,0,2,0
S306,S80,0,3,0
S306,S81,0,2,0
S306,S82,0,3,0
S306,S83,0,4,0
S306,S84,0,4,0
S306,S85,0,2,0
S306,S86,0,2,0
S306,S87,0,2,0
S306,S88,0,2,0
S306,S89,0,3,0
S306,S91,0,2,0
S306,S94,0,7,0
S306,S95,0,3,0
S306,S97,0,2,0
S306,S98,0,3,0
S306,S101,0,2,0
S306,S103,0,2,0
S306,S106,0,5,0
S306,S107,0,2,0
S306,S108,0,5,0
S306,S111,0,7,0
S306,S113,0,2,0
S306,S118,0,6,0
S306,S119,0,2,0
S306,S121,0,8,0
S306,S122,0,5,0
S306,S123,0,3,0
S306,S126,0,5,0
S306,S129,0,2,0
S306,S130,1,1,1
S306,S131,0,5,0
S306,S133,0,5,0
S306,S134,0,7,0
S306,S135,0,10,0
S306,S136,0,4,0
S306,S137,0,2,0
S306,S138,0,2,0
S306,S139,0,3,0
S306,S140,0,4,0
S306,S141,0,2,0
S306,S142,0,3,0
S306,S143,0,2,0
S306,S145,0,2,0
S306,S146,0,2,0
S306,S147,0,4,0
S306,S148,0,8,0
S306,S149,0,2,0
S306,S151,0,2,0
S306,S152,1,2,0.5
S306,S153,0,2,0
S306,S154,0,4,0
S306,S155,0,2,0
S306,S156,0,2,0
S306,S158,0,2,0
S306,S160,0,6,0
S306,S165,0,2,0
S306,S166,0,5,0
S306,S167,0,2,0
S306,S169,0,2,0
S306,S170,0,3,0
S306,S171,0,2,0
S306,S172,0,2,0
S306,S174,0,2,0
S306,S178,0,5,0
S306,S184,0,9,0
S306,S186,0,2,0
S306,S187,0,10,0
S306,S188,0,12,0
S306,S189,0,2,0
S306,S190,0,5,0
S306,S194,0,15,0
S306,S195,0,2,0
S306,S198,0,2,0
S306,S199,0,2,0
S306,S201,0,4,0
S306,S202,0,4,0
S306,S203,0,6,0
S306,S204,0,2,0
S306,S206,0,2,0
S306,S208,0,4,0
S306,S210,0,2,0
S306,S212,0,2,0
S306,S214,0,5,0
S306,S216,0,4,0
S306,S218,0,2,0
S306,S220,0,2,0
S306,S221,0,2,0
S306,S222,0,2,0
S306,S223,0,2,0
S306,S224,0,2,0
S306,S225,0,3,0
S306,S226,0,2,0
S306,S227,0,2,0
S306,S228,0,2,0
S306,S230,0,3,0
S306,S231,0,4,0
S306,S232,0,2,0
S306,S233,0,2,0
S306,S234,1,4,0.25
S306,S235,0,10,0
S306,S237,0,2,0
S306,S238,0,2,0
S306,S239,0,3,0
S306,S242,0,4,0
S306,S243,0,2,0
S306,S244,0,2,0
S306,S245,0,3,0
S306,S247,0,2,0
S306,S254,0,4,0
S306,S255,0,5,0
S306,S256,0,3,0
S306,S257,0,2,0
S306,S261,0,5,0
S306,S262,0,3,0
S306,S264,0,3,0
S306,S265,0,13,0
S306,S266,0,6,0
S306,S267,0,3,0
S306,S268,0,3,0
S306,S269,0,8,0
S306,S270,0,4,0
S306,S271,0,5,0
S306,S272,0,2,0
S306,S274,0,3,0
S306,S275,0,2,0
S306,S276,0,3,0
S306,S277,0,3,0
S306,S278,0,3,0
S306,S280,0,2,0
S306,S281,0,4,0
S306,S282,0,4,0
S306,S284,0,2,0
S306,S285,0,2,0
S306,S286,0,2,0
S306,S294,0,3,0
S306,S295,0,2,0
S306,S297,0,3,0
S306,S298,0,2,0
S306,S300,0,2,0
S306,S302,0,3,0
S306,S303,0,3,0
S306,S304,0,3,0
S306,S305,0,2,0
S306,S308,0,2,0
S306,S309,0,2,0
S306,S310,0,3,0
S306,S311,0,2,0
S306,S313,0,2,0
S306,S316,0,5,0
S306,S317,0,6,0
S306,S318,0,2,0
S306,S319,0,2,0
S306,S320,0,3,0
S306,S321,0,4,0
S306,S322,0,2,0
S306,S324,0,2,0
S306,S325,0,3,0
S306,S326,0,2,0
S306,S328,0,3,0
S306,S329,0,2,0
S306,S331,0,3,0
S306,S332,0,6,0
S306,S333,0,2,0
S306,S334,0,2,0
S306,S335,0,2,0
S306,S336,0,2,0
S306,S337,0,4,0
S306,S338,0,3,0
S306,S339,0,6,0
S306,S340,0,5,0
S306,S342,0,2,0
S306,S344,0,2,0
S306,S345,0,2,0
S306,S346,0,5,0
S306,S348,0,11,0
S306,S349,0,2,0
S306,S354,0,3,0
S306,S355,1,1,1
S306,S358,0,5,0
S306,S359,0,2,0
S306,S360,0,3,0
S306,S361,1,5,0.2
S306,S362,0,2,0
S306,S363,0,3,0
S306,S365,0,3,0
S306,S366,0,4,0
S306,S367,1,1,1
S306,S368,0,2,0
S306,S371,0,2,0
S306,S373,1,1,1
S306,S374,0,5,0
S306,S375,0,4,0
S306,S376,0,4,0
S306,S377,0,4,0
S306,S378,0,3,0
S306,S380,0,2,0
S306,S381,0,2,0
S306,S384,0,2,0
S306,S387,1,3,0.333333333
S306,S388,0,12,0
S306,S390,0,2,0
S306,S391,0,2,0
S306,S392,0,2,0
S306,S393,0,2,0
S306,S394,0,2,0
S306,S395,0,3,0
S306,S397,0,2,0
S306,S399,0,5,0
S306,S400,0,8,0
S306,S401,0,4,0
S306,S402,0,2,0
S306,S404,0,3,0
S306,S405,0,2,0
S306,S406,0,3,0
S306,S407,0,3,0
S306,S411,0,3,0
S306,S412,0,3,0
S306,S413,0,4,0
S306,S415,0,3,0
S306,S416,0,3,0
S306,S417,0,6,0
S306,S418,0,2,0
S306,S419,0,3,0
S306,S420,0,2,0
S306,S421,0,3,0
S306,S422,0,2,0
S306,S423,0,3,0
S306,S424,0,3,0
S306,S425,0,2,0
S306,S426,0,3,0
S306,S427,0,2,0
S306,S428,0,5,0
S306,S429,1,7,0.142857143
S306,S431,0,2,0
S306,S432,0,3,0
S306,S433,0,3,0
S306,S434,0,2,0
S306,S435,0,7,0
S306,S436,0,5,0
S306,S437,0,2,0
S306,S438,1,2,0.5
S306,S439,0,8,0
S306,S440,0,5,0
S306,S441,0,2,0
S306,S442,0,9,0
S306,S443,0,3,0
S306,S444,0,9,0
S306,S445,0,2,0
S306,S447,0,2,0
S306,S448,0,2,0
S306,S449,0,2,0
S306,S450,0,4,0
S306,S451,0,2,0
S306,S453,0,3,0
S306,S456,0,2,0
S306,S458,0,2,0
S306,S462,0,4,0
S306,S463,0,2,0
S306,S466,0,2,0
S306,S467,0,6,0
S306,S468,0,4,0
S306,S470,0,2,0
S306,S471,0,6,0
S306,S473,0,5,0
S306,S474,0,5,0
S306,S475,0,4,0
S306,S478,0,7,0
S306,S479,0,2,0
S306,S480,0,2,0
S306,S481,0,2,0
S306,S482,0,4,0
S306,S483,0,7,0
S306,S484,0,7,0
S306,S486,0,8,0
S306,S487,0,2,0
S306,S488,0,6,0
S306,S489,0,3,0
S306,S492,0,2,0
S306,S496,0,2,0
S306,S499,0,6,0
S306,S502,0,4,0
S306,S505,0,5,0
S306,S506,0,3,0
S306,S507,0,3,0
S306,S508,0,4,0
S306,S510,0,4,0
S306,S511,0,2,0
S308,S1,0,3,0
S308,S2,0,2,0
S308,S3,0,2,0
S308,S4,0,3,0
S308,S5,0,2,0
S308,S6,0,9,0
S308,S7,0,7,0
S308,S8,0,2,0
S308,S10,0,2,0
S308,S12,0,3,0
S308,S13,0,2,0
S308,S15,0,2,0
S308,S16,0,2,0
S308,S17,0,4,0
S308,S18,0,4,0
S308,S19,0,2,0
S308,S20,0,2,0
S308,S21,0,6,0
S308,S22,0,2,0
S308,S23,0,4,0
S308,S24,0,2,0
S308,S25,0,2,0
S308,S26,0,2,0
S308,S27,0,4,0
S308,S28,0,3,0
S308,S30,0,2,0
S308,S31,0,5,0
S308,S32,0,2,0
S308,S33,0,2,0
S308,S34,0,2,0
S308,S35,0,2,0
S308,S39,0,3,0
S308,S42,0,2,0
S308,S43,0,3,0
S308,S45,0,2,0
S308,S46,1,3,0.333333333
S308,S47,0,7,0
S308,S49,0,4,0
S308,S50,0,4,0
S308,S51,0,2,0
S308,S52,1,1,1
S308,S53,0,4,0
S308,S54,0,4,0
S308,S55,0,4,0
S308,S56,0,3,0
S308,S57,0,2,0
S308,S59,0,12,0
S308,S60,0,3,0
S308,S62,0,6,0
S308,S63,0,4,0
S308,S65,0,3,0
S308,S66,0,2,0
S308,S67,0,3,0
S308,S68,0,3,0
S308,S69,0,6,0
S308,S70,0,4,0
S308,S71,0,2,0
S308,S73,0,2,0
S308,S75,0,2,0
S308,S77,1,9,0.111111111
S308,S79,0,2,0
S308,S80,0,3,0
S308,S81,0,2,0
S308,S82,0,3,0
S308,S83,0,4,0
S308,S84,0,4,0
S308,S85,0,2,0
S308,S86,0,2,0
S308,S87,0,2,0
S308,S88,0,2,0
S308,S89,0,3,0
S308,S91,0,2,0
S308,S94,0,7,0
S308,S95,0,3,0
S308,S97,0,2,0
S308,S98,0,3,0
S308,S101,0,2,0
S308,S103,0,2,0
S308,S106,1,4,0.25
S308,S107,0,2,0
S308,S108,0,5,0
S308,S111,0,7,0
S308,S113,0,2,0
S308,S118,0,6,0
S308,S119,0,2,0
S308,S121,0,8,0
S308,S122,0,5,0
S308,S123,0,3,0
S308,S126,0,5,0
S308,S129,0,2,0
S308,S130,0,2,0
S308,S131,0,5,0
S308,S133,0,5,0
S308,S134,0,7,0
S308,S135,1,9,0.111111111
S308,S136,0,4,0
S308,S137,0,2,0
S308,S138,0,2,0
S308,S139,1,2,0.5
S308,S140,1,3,0.333333333
S308,S141,0,2,0
S308,S142,0,3,0
S308,S143,0,2,0
S308,S145,0,2,0
S308,S146,0,2,0
S308,S147,0,4,0
S308,S148,1,7,0.142857143
S308,S149,0,2,0
S308,S151,0,2,0
S308,S152,0,3,0
S308,S153,1,1,1
S308,S154,0,4,0
S308,S155,0,2,0
S308,S156,0,2,0
S308,S158,0,2,0
S308,S160,0,6,0
S308,S165,0,2,0
S308,S166,0,5,0
S308,S167,0,2,0
S308,S169,0,2,0
S308,S170,1,2,0.5
S308,S171,0,2,0
S308,S172,0,2,0
S308,S174,0,2,0
S308,S178,1,4,0.25
S308,S184,0,9,0
S308,S186,0,2,0
S308,S187,0,10,0
S308,S188,0,12,0
S308,S189,0,2,0
S308,S190,0,5,0
S308,S194,1,14,0.071428571
S308,S195,0,2,0
S308,S198,0,2,0
S308,S199,0,2,0
S308,S201,0,4,0
S308,S202,0,4,0
S308,S203,0,6,0
S308,S204,0,2,0
S308,S206,0,2,0
S308,S208,0,4,0
S308,S210,0,2,0
S308,S212,0,2,0
S308,S214,0,5,0
S308,S216,0,4,0
S308,S218,0,2,0
S308,S220,0,2,0
S308,S221,0,2,0
S308,S222,0,2,0
S308,S223,0,2,0
S308,S224,0,2,0
S308,S225,0,3,0
S308,S226,0,2,0
S308,S227,0,2,0
S308,S228,0,2,0
S308,S230,0,3,0
S308,S231,0,4,0
S308,S232,0,2,0
S308,S233,0,2,0
S308,S234,0,5,0
S308,S235,0,10,0
S308,S237,0,2,0
S308,S238,0,2,0
S308,S239,0,3,0
S308,S242,0,4,0
S308,S243,0,2,0
S308,S244,0,2,0
S308,S245,0,3,0
S308,S247,0,2,0
S308,S254,0,4,0
S308,S255,0,5,0
S308,S256,0,3,0
S308,S257,0,2,0
S308,S261,1,4,0.25
S308,S262,0,3,0
S308,S264,0,3,0
S308,S265,0,13,0
S308,S266,0,6,0
S308,S267,0,3,0
S308,S268,0,3,0
S308,S269,1,7,0.142857143
S308,S270,1,3,0.333333333
S308,S271,0,5,0
S308,S272,0,2,0
S308,S274,0,3,0
S308,S275,0,2,0
S308,S276,0,3,0
S308,S277,0,3,0
S308,S278,0,3,0
S308,S280,0,2,0
S308,S281,0,4,0
S308,S282,0,4,0
S308,S284,0,2,0
S308,S285,0,2,0
S308,S286,0,2,0
S308,S294,0,3,0
S308,S295,0,2,0
S308,S297,0,3,0
S308,S298,0,2,0
S308,S300,0,2,0
S308,S302,0,3,0
S308,S303,0,3,0
S308,S304,0,3,0
S308,S305,0,2,0
S308,S306,0,2,0
S308,S309,0,2,0
S308,S310,0,3,0
S308,S311,0,2,0
S308,S313,0,2,0
S308,S316,0,5,0
S308,S317,0,6,0
S308,S318,0,2,0
S308,S319,0,2,0
S308,S320,0,3,0
S308,S321,0,4,0
S308,S322,0,2,0
S308,S324,0,2,0
S308,S325,0,3,0
S308,S326,0,2,0
S308,S328,0,3,0
S308,S329,0,2,0
S308,S331,0,3,0
S308,S332,0,6,0
S308,S333,0,2,0
S308,S334,0,2,0
S308,S335,0,2,0
S308,S336,0,2,0
S308,S337,0,4,0
S308,S338,0,3,0
S308,S339,0,6,0
S308,S340,0,5,0
S308,S342,0,2,0
S308,S344,0,2,0
S308,S345,0,2,0
S308,S346,1,4,0.25
S308,S348,0,11,0
S308,S349,0,2,0
S308,S354,0,3,0
S308,S355,0,2,0
S308,S358,0,5,0
S308,S359,0,2,0
S308,S360,0,3,0
S308,S361,0,6,0
S308,S362,0,2,0
S308,S363,0,3,0
S308,S365,0,3,0
S308,S366,0,4,0
S308,S367,0,2,0
S308,S368,0,2,0
S308,S371,0,2,0
S308,S373,0,2,0
S308,S374,0,5,0
S308,S375,0,4,0
S308,S376,0,4,0
S308,S377,0,4,0
S308,S378,0,3,0
S308,S380,0,2,0
S308,S381,0,2,0
S308,S384,0,2,0
S308,S387,0,4,0
S308,S388,0,12,0
S308,S390,0,2,0
S308,S391,0,2,0
S308,S392,0,2,0
S308,S393,0,2,0
S308,S394,0,2,0
S308,S395,0,3,0
S308,S397,0,2,0
S308,S399,0,5,0
S308,S400,0,8,0
S308,S401,0,4,0
S308,S402,0,2,0
S308,S404,0,3,0
S308,S405,0,2,0
S308,S406,1,2,0.5
S308,S407,0,3,0
S308,S411,0,3,0
S308,S412,0,3,0
S308,S413,0,4,0
S308,S415,0,3,0
S308,S416,0,3,0
S308,S417,1,5,0.2
S308,S418,0,2,0
S308,S419,0,3,0
S308,S420,0,2,0
S308,S421,0,3,0
S308,S422,0,2,0
S308,S423,0,3,0
S308,S424,0,3,0
S308,S425,0,2,0
S308,S426,0,3,0
S308,S427,0,2,0
S308,S428,0,5,0
S308,S429,0,8,0
S308,S431,0,2,0
S308,S432,0,3,0
S308,S433,0,3,0
S308,S434,0,2,0
S308,S435,1,6,0.166666667
S308,S436,0,5,0
S308,S437,0,2,0
S308,S438,0,3,0
S308,S439,0,8,0
S308,S440,0,5,0
S308,S441,0,2,0
S308,S442,0,9,0
S308,S443,0,3,0
S308,S444,0,9,0
S308,S445,0,2,0
S308,S447,0,2,0
S308,S448,0,2,0
S308,S449,0,2,0
S308,S450,0,4,0
S308,S451,0,2,0
S308,S453,0,3,0
S308,S456,0,2,0
S308,S458,0,2,0
S308,S462,0,4,0
S308,S463,0,2,0
S308,S466,0,2,0
S308,S467,0,6,0
S308,S468,0,4,0
S308,S470,0,2,0
S308,S471,0,6,0
S308,S473,0,5,0
S308,S474,0,5,0
S308,S475,0,4,0
S308,S478,0,7,0
S308,S479,0,2,0
S308,S480,0,2,0
S308,S481,0,2,0
S308,S482,0,4,0
S308,S483,0,7,0
S308,S484,0,7,0
S308,S486,0,8,0
S308,S487,0,2,0
S308,S488,0,6,0
S308,S489,1,2,0.5
S308,S492,0,2,0
S308,S496,0,2,0
S308,S499,0,6,0
S308,S502,0,4,0
S308,S505,0,5,0
S308,S506,0,3,0
S308,S507,0,3,0
S308,S508,0,4,0
S308,S510,0,4,0
S308,S511,0,2,0
S309,S1,0,3,0
S309,S2,0,2,0
S309,S3,1,1,1
S309,S4,0,3,0
S309,S5,0,2,0
S309,S6,0,9,0
S309,S7,0,7,0
S309,S8,0,2,0
S309,S10,0,2,0
S309,S12,0,3,0
S309,S13,0,2,0
S309,S15,0,2,0
S309,S16,1,1,1
S309,S17,0,4,0
S309,S18,0,4,0
S309,S19,0,2,0
S309,S20,0,2,0
S309,S21,0,6,0
S309,S22,0,2,0
S309,S23,0,4,0
S309,S24,0,2,0
S309,S25,0,2,0
S309,S26,1,1,1
S309,S27,0,4,0
S309,S28,0,3,0
S309,S30,0,2,0
S309,S31,0,5,0
S309,S32,0,2,0
S309,S33,0,2,0
S309,S34,0,2,0
S309,S35,0,2,0
S309,S39,0,3,0
S309,S42,1,1,1
S309,S43,0,3,0
S309,S45,0,2,0
S309,S46,0,4,0
S309,S47,0,7,0
S309,S49,0,4,0
S309,S50,0,4,0
S309,S51,0,2,0
S309,S52,0,2,0
S309,S53,0,4,0
S309,S54,0,4,0
S309,S55,0,4,0
S309,S56,0,3,0
S309,S57,0,2,0
S309,S59,1,11,0.090909091
S309,S60,0,3,0
S309,S62,0,6,0
S309,S63,0,4,0
S309,S65,0,3,0
S309,S66,0,2,0
S309,S67,0,3,0
S309,S68,0,3,0
S309,S69,0,6,0
S309,S70,0,4,0
S309,S71,0,2,0
S309,S73,0,2,0
S309,S75,0,2,0
S309,S77,0,10,0
S309,S79,0,2,0
S309,S80,0,3,0
S309,S81,0,2,0
S309,S82,0,3,0
S309,S83,0,4,0
S309,S84,0,4,0
S309,S85,0,2,0
S309,S86,0,2,0
S309,S87,0,2,0
S309,S88,1,1,1
S309,S89,0,3,0
S309,S91,0,2,0
S309,S94,0,7,0
S309,S95,0,3,0
S309,S97,0,2,0
S309,S98,0,3,0
S309,S101,0,2,0
S309,S103,0,2,0
S309,S106,1,4,0.25
S309,S107,0,2,0
S309,S108,1,4,0.25
S309,S111,1,6,0.166666667
S309,S113,0,2,0
S309,S118,0,6,0
S309,S119,0,2,0
S309,S121,1,7,0.142857143
S309,S122,0,5,0
S309,S123,0,3,0
S309,S126,0,5,0
S309,S129,0,2,0
S309,S130,0,2,0
S309,S131,0,5,0
S309,S133,0,5,0
S309,S134,0,7,0
S309,S135,0,10,0
S309,S136,1,3,0.333333333
S309,S137,0,2,0
S309,S138,0,2,0
S309,S139,0,3,0
S309,S140,0,4,0
S309,S141,0,2,0
S309,S142,1,2,0.5
S309,S143,1,1,1
S309,S145,0,2,0
S309,S146,0,2,0
S309,S147,1,3,0.333333333
S309,S148,0,8,0
S309,S149,0,2,0
S309,S151,1,1,1
S309,S152,0,3,0
S309,S153,0,2,0
S309,S154,0,4,0
S309,S155,0,2,0
S309,S156,0,2,0
S309,S158,1,1,1
S309,S160,0,6,0
S309,S165,1,1,1
S309,S166,0,5,0
S309,S167,0,2,0
S309,S169,0,2,0
S309,S170,0,3,0
S309,S171,0,2,0
S309,S172,0,2,0
S309,S174,0,2,0
S309,S178,0,5,0
S309,S184,1,8,0.125
S309,S186,1,1,1
S309,S187,0,10,0
S309,S188,0,12,0
S309,S189,0,2,0
S309,S190,0,5,0
S309,S194,1,14,0.071428571
S309,S195,0,2,0
S309,S198,0,2,0
S309,S199,0,2,0
S309,S201,0,4,0
S309,S202,1,3,0.333333333
S309,S203,0,6,0
S309,S204,0,2,0
S309,S206,0,2,0
S309,S208,1,3,0.333333333
S309,S210,0,2,0
S309,S212,0,2,0
S309,S214,1,4,0.25
S309,S216,1,3,0.333333333
S309,S218,0,2,0
S309,S220,0,2,0
S309,S221,0,2,0
S309,S222,0,2,0
S309,S223,0,2,0
S309,S224,0,2,0
S309,S225,0,3,0
S309,S226,0,2,0
S309,S227,0,2,0
S309,S228,0,2,0
S309,S230,0,3,0
S309,S231,0,4,0
S309,S232,1,1,1
S309,S233,0,2,0
S309,S234,0,5,0
S309,S235,1,9,0.111111111
S309,S237,0,2,0
S309,S238,0,2,0
S309,S239,1,2,0.5
S309,S242,0,4,0
S309,S243,1,1,1
S309,S244,0,2,0
S309,S245,0,3,0
S309,S247,0,2,0
S309,S254,0,4,0
S309,S255,0,5,0
S309,S256,0,3,0
S309,S257,0,2,0
S309,S261,0,5,0
S309,S262,0,3,0
S309,S264,0,3,0
S309,S265,1,12,0.083333333
S309,S266,0,6,0
S309,S267,0,3,0
S309,S268,0,3,0
S309,S269,1,7,0.142857143
S309,S270,0,4,0
S309,S271,0,5,0
S309,S272,0,2,0
S309,S274,0,3,0
S309,S275,0,2,0
S309,S276,0,3,0
S309,S277,0,3,0
S309,S278,0,3,0
S309,S280,0,2,0
S309,S281,0,4,0
S309,S282,0,4,0
S309,S284,0,2,0
S309,S285,0,2,0
S309,S286,0,2,0
S309,S294,0,3,0
S309,S295,1,1,1
S309,S297,0,3,0
S309,S298,0,2,0
S309,S300,0,2,0
S309,S302,0,3,0
S309,S303,0,3,0
S309,S304,0,3,0
S309,S305,0,2,0
S309,S306,0,2,0
S309,S308,0,2,0
S309,S310,0,3,0
S309,S311,0,2,0
S309,S313,0,2,0
S309,S316,0,5,0
S309,S317,0,6,0
S309,S318,0,2,0
S309,S319,0,2,0
S309,S320,0,3,0
S309,S321,0,4,0
S309,S322,0,2,0
S309,S324,0,2,0
S309,S325,0,3,0
S309,S326,0,2,0
S309,S328,0,3,0
S309,S329,0,2,0
S309,S331,1,2,0.5
S309,S332,0,6,0
S309,S333,0,2,0
S309,S334,0,2,0
S309,S335,0,2,0
S309,S336,0,2,0
S309,S337,1,3,0.333333333
S309,S338,0,3,0
S309,S339,1,5,0.2
S309,S340,1,4,0.25
S309,S342,0,2,0
S309,S344,0,2,0
S309,S345,0,2,0
S309,S346,1,4,0.25
S309,S348,1,10,0.1
S309,S349,0,2,0
S309,S354,0,3,0
S309,S355,0,2,0
S309,S358,0,5,0
S309,S359,0,2,0
S309,S360,0,3,0
S309,S361,0,6,0
S309,S362,0,2,0
S309,S363,0,3,0
S309,S365,0,3,0
S309,S366,0,4,0
S309,S367,0,2,0
S309,S368,0,2,0
S309,S371,0,2,0
S309,S373,0,2,0
S309,S374,0,5,0
S309,S375,0,4,0
S309,S376,0,4,0
S309,S377,0,4,0
S309,S378,1,2,0.5
S309,S380,0,2,0
S309,S381,0,2,0
S309,S384,0,2,0
S309,S387,0,4,0
S309,S388,1,11,0.090909091
S309,S390,0,2,0
S309,S391,0,2,0
S309,S392,0,2,0
S309,S393,0,2,0
S309,S394,0,2,0
S309,S395,0,3,0
S309,S397,0,2,0
S309,S399,0,5,0
S309,S400,0,8,0
S309,S401,0,4,0
S309,S402,0,2,0
S309,S404,0,3,0
S309,S405,0,2,0
S309,S406,0,3,0
S309,S407,1,2,0.5
S309,S411,0,3,0
